,age,ast,blk,date_game,drb,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,game_location,game_result,game_score,gs,mp,opp_id,orb,pf,player,pos,pts,stl,team_id,tov,trb
7135,28-159,4,0,2017-01-17,0,4,1,.200,5,3,.600,5,.400,10,0,,0,,W,8.0,0,19,MIN,0,1,Patty Mills,G,11,1,SAS,1,0
7136,25-285,1,1,2016-11-22,3,4,3,.375,8,1,.500,2,.400,10,2,.500,4,@,L,5.3,0,22,DEN,0,2,Nikola Mirotic,F,11,1,CHI,2,3
7137,25-314,0,1,2016-12-21,4,4,1,.250,4,3,.500,6,.400,10,0,,0,,L,8.1,0,22,WAS,2,2,Nikola Mirotic,F,11,0,CHI,0,6
7138,25-316,0,1,2016-12-23,5,5,4,.444,9,1,.143,7,.313,16,0,,0,@,L,7.7,0,19,CHO,5,2,Nikola Mirotic,F,11,1,CHI,0,10
7139,25-318,2,1,2016-12-25,5,4,1,.250,4,3,.500,6,.400,10,0,,0,@,L,10.4,0,32,SAS,0,2,Nikola Mirotic,F,11,3,CHI,1,5
7141,25-345,1,0,2017-01-21,3,5,4,.444,9,1,.500,2,.455,11,0,,0,,W,8.1,0,22,SAC,2,3,Nikola Mirotic,F,11,1,CHI,0,5
7142,25-358,3,0,2017-02-03,7,4,3,.500,6,1,.500,2,.500,8,2,.667,3,@,L,12.4,0,17,HOU,0,1,Nikola Mirotic,F,11,2,CHI,0,7
7143,26-147,3,0,2016-10-29,2,3,3,.429,7,0,,0,.429,7,5,1.000,5,,W,12.7,0,19,BRK,1,0,Greg Monroe,C-F,11,4,MIL,2,3
7144,26-148,0,0,2016-10-30,4,4,4,.444,9,0,,0,.444,9,3,1.000,3,@,L,8.4,0,18,DET,1,2,Greg Monroe,C-F,11,2,MIL,1,5
7145,26-176,1,0,2016-11-27,5,4,4,.667,6,0,,0,.667,6,3,.750,4,@,W,11.8,0,17,ORL,2,2,Greg Monroe,C-F,11,1,MIL,0,7
7146,26-191,0,0,2016-12-12,1,5,5,1.000,5,0,,0,1.000,5,1,1.000,1,@,L,9.7,0,16,TOR,1,2,Greg Monroe,C-F,11,1,MIL,1,2
7147,27-264,3,0,2016-11-18,3,5,4,1.000,4,1,.333,3,.714,7,0,,0,,W,10.9,1,29,POR,0,3,E'Twaun Moore,G,11,1,NOP,0,3
7148,27-058,1,1,2016-10-30,7,5,4,.667,6,1,.500,2,.625,8,0,,0,@,L,6.9,1,36,MEM,0,5,Markieff Morris,F,11,2,WAS,4,7
7149,27-084,2,1,2016-11-25,3,5,5,.714,7,0,.000,3,.500,10,1,.500,2,@,W,8.4,1,32,ORL,0,3,Markieff Morris,F,11,3,WAS,2,3
7150,27-105,4,1,2016-12-16,3,5,4,.571,7,1,.500,2,.556,9,0,,0,,W,9.9,1,18,DET,0,3,Markieff Morris,F,11,1,WAS,1,3
7151,27-058,2,0,2016-10-30,4,4,3,.375,8,1,.125,8,.250,16,2,1.000,2,,W,1.9,1,36,MIL,1,2,Marcus Morris,F,11,1,DET,3,5
7152,27-117,3,0,2016-12-28,1,3,1,.250,4,2,.333,6,.300,10,3,.750,4,,L,6.7,1,23,MIL,1,3,Marcus Morris,F,11,0,DET,0,2
7153,27-121,1,0,2017-01-01,1,4,2,.333,6,2,.667,3,.444,9,1,.500,2,@,W,4.7,1,31,MIA,0,3,Marcus Morris,F,11,0,DET,1,1
7154,27-133,1,0,2017-01-13,5,3,2,.182,11,1,.250,4,.200,15,4,1.000,4,@,L,0.3,1,30,UTA,0,4,Marcus Morris,F,11,0,DET,2,5
7155,27-163,1,1,2017-02-12,3,3,3,.600,5,0,.000,4,.333,9,5,.833,6,@,W,7.2,1,32,TOR,0,4,Marcus Morris,F,11,2,DET,1,3
7156,31-081,0,0,2016-12-17,0,4,1,.500,2,3,.750,4,.667,6,0,,0,,W,10.4,1,21,PHO,0,0,Anthony Morrow,G,11,2,OKC,0,0
7157,31-126,0,0,2017-01-31,0,3,2,.333,6,1,.167,6,.250,12,4,1.000,4,@,L,4.3,0,30,SAS,1,3,Anthony Morrow,G,11,2,OKC,1,1
7158,26-109,4,0,2017-01-07,3,4,3,.750,4,1,1.000,1,.800,5,2,.500,4,@,L,13.2,0,20,BOS,2,3,Donatas Motiejunas,F-C,11,1,NOP,0,5
7159,30-144,0,0,2016-12-07,3,5,5,.556,9,0,,0,.556,9,1,1.000,1,@,L,4.4,1,15,HOU,2,4,Timofey Mozgov,C,11,0,LAL,3,5
7160,20-235,3,0,2016-10-26,7,2,2,.286,7,0,.000,1,.250,8,7,.875,8,@,W,3.0,1,28,NOP,0,5,Emmanuel Mudiay,G,11,1,DEN,6,7
7162,20-298,5,0,2016-12-28,1,5,4,.500,8,1,.500,2,.500,10,0,,0,,W,8.7,1,27,MIN,1,2,Emmanuel Mudiay,G,11,1,DEN,2,2
7163,24-010,0,0,2016-11-23,1,4,4,.800,5,0,.000,1,.667,6,3,.600,5,@,L,8.6,0,17,NOP,1,0,Shabazz Muhammad,F-G,11,1,MIN,1,2
7164,24-057,0,0,2017-01-09,2,5,4,.571,7,1,.500,2,.556,9,0,,0,,W,5.5,0,20,DAL,0,2,Shabazz Muhammad,F-G,11,0,MIN,1,2
7165,24-083,0,0,2017-02-04,1,5,4,.500,8,1,.333,3,.455,11,0,.000,1,,L,5.7,0,26,MEM,3,4,Shabazz Muhammad,F-G,11,0,MIN,0,4
7166,20-127,2,1,2017-01-24,3,4,4,.571,7,0,,0,.571,7,3,.750,4,@,W,5.7,1,23,TOR,0,4,Dejounte Murray,G,11,0,SAS,3,3
7167,19-351,0,1,2017-02-08,4,4,3,.750,4,1,.200,5,.444,9,2,1.000,2,@,L,8.1,0,22,ATL,1,2,Jamal Murray,G,11,0,DEN,0,5
7168,25-131,1,0,2016-11-09,3,4,3,.600,5,1,.333,3,.500,8,2,1.000,2,,W,8.9,0,16,CHI,3,2,Mike Muscala,F-C,11,0,ATL,1,6
7169,25-140,2,1,2016-11-18,4,4,2,.667,3,2,.400,5,.500,8,1,1.000,1,@,L,8.6,0,25,CHO,1,1,Mike Muscala,F-C,11,0,ATL,2,5
7170,25-154,1,0,2016-12-02,0,5,4,.667,6,1,1.000,1,.714,7,0,,0,,L,8.6,0,24,DET,0,3,Mike Muscala,F-C,11,2,ATL,1,0
7171,25-157,2,1,2016-12-05,5,3,2,1.000,2,1,1.000,1,1.000,3,4,1.000,4,,L,10.1,0,22,OKC,0,4,Mike Muscala,F-C,11,0,ATL,2,5
7172,25-161,4,0,2016-12-09,1,4,1,.333,3,3,1.000,3,.667,6,0,,0,@,W,12.9,0,20,MIL,2,0,Mike Muscala,F-C,11,0,ATL,0,3
7173,25-190,1,0,2017-01-07,1,4,3,.750,4,1,.333,3,.571,7,2,1.000,2,@,W,10.4,0,21,DAL,1,0,Mike Muscala,F-C,11,1,ATL,0,2
7174,23-305,1,1,2016-11-01,1,4,4,.444,9,0,.000,1,.400,10,3,.750,4,@,L,11.5,0,30,IND,4,3,Larry Nance Jr.,F,11,6,LAL,3,5
7175,23-329,0,0,2016-11-25,5,5,5,.625,8,0,,0,.625,8,1,.500,2,,L,9.3,0,20,GSW,2,4,Larry Nance Jr.,F,11,1,LAL,0,7
7176,24-040,3,0,2017-02-10,3,1,1,.333,3,0,,0,.333,3,9,.900,10,@,W,13.5,0,28,MIL,2,2,Larry Nance Jr.,F,11,1,LAL,0,5
7177,25-118,2,0,2016-11-09,2,4,3,.750,4,1,.167,6,.400,10,2,.667,3,@,L,9.2,0,21,LAC,0,0,Shabazz Napier,G,11,2,POR,0,2
7178,34-277,2,0,2016-11-12,1,5,4,.667,6,1,.500,2,.625,8,0,,0,,L,5.5,0,22,DET,0,4,Jameer Nelson,G,11,0,DEN,2,1
7179,34-325,5,0,2016-12-30,0,4,1,.500,2,3,1.000,3,.800,5,0,,0,,L,11.8,0,19,PHI,0,2,Jameer Nelson,G,11,0,DEN,0,0
7180,34-338,5,0,2017-01-12,0,4,1,1.000,1,3,.500,6,.571,7,0,,0,,W,9.6,0,24,IND,0,4,Jameer Nelson,G,11,1,DEN,1,0
7181,31-299,2,2,2016-12-20,9,4,4,.500,8,0,,0,.500,8,3,.750,4,,W,10.9,1,30,IND,2,4,Joakim Noah,C,11,0,NYK,1,11
7183,24-130,1,3,2016-12-03,5,5,5,1.000,5,0,,0,1.000,5,1,1.000,1,,W,17.5,0,23,ATL,3,1,Lucas Nogueira,C,11,2,TOR,0,8
7184,38-194,1,1,2016-12-30,5,3,3,.333,9,0,.000,3,.250,12,5,1.000,5,@,L,2.9,1,23,GSW,0,2,Dirk Nowitzki,F,11,0,DAL,3,5
7185,38-198,0,0,2017-01-03,9,4,3,.600,5,1,.250,4,.444,9,2,1.000,2,,W,8.2,1,24,WAS,0,2,Dirk Nowitzki,F,11,0,DAL,0,9
7186,38-202,2,1,2017-01-07,3,4,4,.571,7,0,.000,3,.400,10,3,1.000,3,,L,6.8,1,30,ATL,0,2,Dirk Nowitzki,F,11,2,DAL,3,3
7187,22-077,3,1,2016-11-08,6,5,5,.714,7,0,,0,.714,7,1,1.000,1,@,L,5.4,1,29,MEM,1,5,Jusuf Nurkic,C,11,0,DEN,6,7
7188,22-106,1,0,2016-12-07,0,4,4,.667,6,0,,0,.667,6,3,.750,4,@,L,8.4,1,17,BRK,3,1,Jusuf Nurkic,C,11,0,DEN,2,3
7189,22-137,0,1,2017-01-07,4,5,5,.357,14,0,,0,.357,14,1,.250,4,@,L,7.6,1,26,OKC,5,2,Jusuf Nurkic,C,11,3,DEN,2,9
7190,21-005,1,2,2016-12-20,6,5,5,.625,8,0,,0,.625,8,1,.500,2,,L,10.2,1,25,NOP,1,1,Jahlil Okafor,C-F,11,0,PHI,1,7
7191,25-247,2,0,2016-12-22,5,4,2,.667,3,2,.400,5,.500,8,1,1.000,1,@,W,7.7,0,20,IND,0,3,Kelly Olynyk,C-F,11,1,BOS,2,5
7192,26-217,2,0,2016-10-29,4,3,3,.600,5,0,,0,.600,5,5,.714,7,,W,9.3,0,19,MEM,2,4,Kyle O'Quinn,F-C,11,0,NYK,1,6
7193,21-043,0,0,2017-01-21,2,5,4,.571,7,1,.500,2,.556,9,0,,0,@,L,9.9,0,27,DET,2,2,Kelly Oubre,F,11,2,WAS,0,4
7194,21-046,0,1,2017-01-24,3,4,1,.250,4,3,.500,6,.400,10,0,,0,,W,5.2,0,30,BOS,0,5,Kelly Oubre,F,11,1,WAS,1,3
7195,21-059,0,0,2017-02-06,4,4,3,.429,7,1,.333,3,.400,10,2,1.000,2,,L,10.5,0,28,CLE,3,6,Kelly Oubre,F,11,4,WAS,0,7
7196,32-327,1,0,2017-01-02,5,4,4,.500,8,0,,0,.500,8,3,1.000,3,,W,8.4,1,19,DEN,4,4,Zaza Pachulia,C,11,0,GSW,2,9
7197,21-247,2,1,2016-11-17,6,5,4,.286,14,1,.167,6,.250,20,0,,0,@,L,2.5,1,33,MIA,2,2,Jabari Parker,F,11,1,MIL,2,8
7198,34-181,6,0,2016-11-14,2,4,4,.444,9,0,.000,1,.400,10,3,.750,4,,W,9.3,1,26,MIA,1,1,Tony Parker,G,11,1,SAS,2,3
7199,34-190,3,0,2016-11-23,1,3,2,.333,6,1,.250,4,.300,10,4,1.000,4,@,W,6.8,1,29,CHO,0,2,Tony Parker,G,11,1,SAS,1,1
7200,34-212,1,0,2016-12-15,1,4,3,.600,5,1,.333,3,.500,8,2,1.000,2,@,W,7.6,1,26,PHO,0,1,Tony Parker,G,11,1,SAS,1,1
7201,27-251,1,0,2016-11-20,4,4,1,1.000,1,3,.500,6,.571,7,0,,0,@,L,8.5,0,27,SAC,1,2,Patrick Patterson,F,11,1,TOR,2,5
7202,27-256,3,0,2016-11-25,4,3,0,.000,1,3,.500,6,.429,7,2,1.000,2,@,W,9.7,0,25,MIL,1,4,Patrick Patterson,F,11,0,TOR,0,5
7204,31-196,12,0,2016-11-18,8,2,1,.250,4,1,.167,6,.200,10,6,.750,8,@,W,13.9,1,33,SAC,1,4,Chris Paul,G,11,3,LAC,3,9
7205,22-342,10,1,2017-01-29,4,4,4,.400,10,0,.000,3,.308,13,3,.750,4,@,W,9.0,1,36,TOR,0,5,Elfrid Payton,G,11,1,ORL,2,4
7206,22-345,3,0,2017-02-01,6,5,5,.556,9,0,.000,1,.500,10,1,1.000,1,,L,7.7,1,32,IND,0,3,Elfrid Payton,G,11,0,ORL,1,6
7207,26-253,3,1,2016-11-13,5,5,5,.714,7,0,,0,.714,7,1,.333,3,,W,13.4,1,24,DEN,4,0,Mason Plumlee,C-F,11,0,POR,1,9
7208,26-267,7,1,2016-11-27,3,5,5,.714,7,0,,0,.714,7,1,.250,4,,L,12.3,1,33,HOU,5,4,Mason Plumlee,C-F,11,0,POR,3,8
7209,26-273,1,1,2016-12-03,8,5,5,.625,8,0,,0,.625,8,1,.500,2,,W,9.5,1,33,MIA,1,5,Mason Plumlee,C-F,11,1,POR,1,9
7210,26-311,1,2,2017-01-10,6,5,5,.714,7,0,,0,.714,7,1,.500,2,@,W,8.3,1,24,LAL,1,5,Mason Plumlee,C-F,11,1,POR,3,7
7211,26-347,3,1,2017-02-15,7,4,4,.571,7,0,.000,1,.500,8,3,.500,6,,L,10.3,1,34,MIN,2,2,Mason Plumlee,C-F,11,0,DEN,1,9
7212,23-161,5,1,2016-11-11,5,5,4,.500,8,1,.333,3,.455,11,0,,0,,L,9.9,1,34,CLE,3,3,Otto Porter,F,11,0,WAS,2,8
7213,23-180,1,0,2016-11-30,8,5,4,.571,7,1,.500,2,.556,9,0,,0,@,L,10.6,1,39,OKC,0,3,Otto Porter,F,11,3,WAS,1,8
7214,23-221,2,1,2017-01-10,2,5,4,.667,6,1,.250,4,.500,10,0,,0,,W,10.3,1,34,CHI,0,1,Otto Porter,F,11,2,WAS,0,2
7215,23-232,3,0,2017-01-21,6,4,2,.286,7,2,.333,6,.308,13,1,.500,2,@,L,7.9,1,34,DET,1,2,Otto Porter,F,11,2,WAS,1,7
7216,23-244,3,0,2017-02-02,6,4,1,.333,3,3,.500,6,.444,9,0,,0,,W,11.8,1,38,LAL,0,1,Otto Porter,F,11,2,WAS,0,6
7217,21-122,3,3,2016-12-02,3,2,0,.000,6,2,.333,6,.167,12,5,.714,7,,W,3.5,1,40,MIN,2,4,Kristaps Porzingis,F-C,11,0,NYK,4,5
7218,21-197,1,2,2017-02-15,7,4,3,.333,9,1,.250,4,.308,13,2,1.000,2,@,L,3.1,1,33,OKC,0,4,Kristaps Porzingis,F-C,11,1,NYK,4,7
7219,25-105,0,0,2016-11-02,1,5,5,.625,8,0,,0,.625,8,1,.500,2,@,L,6.1,0,16,UTA,0,3,Dwight Powell,F-C,11,0,DAL,0,1
7220,25-152,1,3,2016-12-19,6,5,4,.571,7,1,1.000,1,.625,8,0,,0,@,L,13.3,0,29,DEN,3,2,Dwight Powell,F-C,11,0,DAL,0,9
7221,23-180,1,0,2016-11-21,0,4,2,.500,4,2,.400,5,.444,9,1,1.000,1,@,L,4.6,1,26,LAC,0,1,Norman Powell,G,11,1,TOR,3,0
7222,22-006,1,0,2016-12-05,7,5,5,.417,12,0,,0,.417,12,1,.500,2,,L,10.2,1,37,UTA,4,4,Julius Randle,F,11,2,LAL,0,11
7223,22-077,2,0,2017-02-14,4,5,4,.400,10,1,1.000,1,.455,11,0,,0,,L,8.6,1,21,SAC,3,1,Julius Randle,F,11,0,LAL,1,7
7225,35-130,1,2,2016-11-23,5,5,5,.385,13,0,.000,1,.357,14,1,.500,2,@,W,6.1,0,27,PHI,1,5,Zach Randolph,F,11,1,MEM,0,6
7226,35-171,1,0,2017-01-03,6,3,2,.200,10,1,.500,2,.250,12,4,1.000,4,@,L,9.0,0,28,LAL,3,1,Zach Randolph,F,11,1,MEM,0,9
7227,35-189,1,0,2017-01-21,7,4,4,.444,9,0,.000,2,.364,11,3,.600,5,,L,7.2,0,24,HOU,1,1,Zach Randolph,F,11,0,MEM,0,8
7228,32-181,0,0,2016-12-22,0,3,0,.000,3,3,.750,4,.429,7,2,1.000,2,,W,8.9,1,21,SAS,0,1,J.J. Redick,G,11,2,LAC,0,0
7229,32-182,3,0,2016-12-23,3,4,2,.667,3,2,.286,7,.400,10,1,.500,2,,L,2.0,1,30,DAL,0,3,J.J. Redick,G,11,0,LAC,5,3
7230,26-175,1,2,2016-11-07,1,4,4,1.000,4,0,,0,1.000,4,3,.750,4,@,L,12.1,0,17,OKC,3,2,Willie Reed,F-C,11,0,MIA,1,4
7231,23-086,4,0,2016-12-10,2,5,5,.833,6,0,.000,6,.417,12,1,.500,2,@,L,7.1,0,26,CHI,1,3,Josh Richardson,G,11,1,MIA,1,3
7232,23-110,3,2,2017-01-03,2,5,4,.364,11,1,.200,5,.313,16,0,,0,@,L,4.1,1,37,PHO,0,2,Josh Richardson,G,11,2,MIA,3,2
7233,24-098,4,0,2016-11-07,2,5,4,.571,7,1,.333,3,.500,10,0,,0,,W,8.0,0,23,DET,0,1,Austin Rivers,G,11,0,LAC,1,2
7234,25-013,0,0,2016-12-17,1,4,3,.600,5,1,.500,2,.571,7,2,.500,4,,W,9.0,1,35,PHO,0,3,Andre Roberson,G-F,11,3,OKC,0,1
7235,25-064,1,2,2017-02-06,8,5,5,.625,8,0,,0,.625,8,1,.333,3,@,L,12.4,1,36,IND,3,2,Andre Roberson,G-F,11,2,OKC,2,11
7236,22-295,0,0,2016-10-29,1,4,4,.800,5,0,.000,2,.571,7,3,1.000,3,@,L,8.4,0,18,CHI,2,0,Glenn Robinson,G-F,11,0,IND,1,3
7237,30-169,7,0,2016-11-28,2,4,2,.500,4,2,.667,3,.571,7,1,1.000,1,@,L,11.1,1,28,TOR,1,2,Sergio Rodriguez,G,11,2,PHI,4,3
7238,30-215,4,0,2017-01-13,1,4,2,1.000,2,2,.400,5,.571,7,1,1.000,1,,W,10.4,0,16,CHO,0,1,Sergio Rodriguez,G,11,2,PHI,2,1
7239,28-038,6,0,2016-11-11,4,3,2,.286,7,1,.333,3,.300,10,4,1.000,4,@,L,2.0,1,27,BOS,0,4,Derrick Rose,G,11,0,NYK,7,4
7240,28-057,2,0,2016-11-30,0,5,4,.444,9,1,.333,3,.417,12,0,,0,@,W,3.4,1,24,MIN,0,4,Derrick Rose,G,11,1,NYK,2,0
7241,25-281,0,0,2016-11-12,0,3,2,.333,6,1,.500,2,.375,8,4,1.000,4,,W,7.2,0,18,NYK,0,1,Terrence Ross,F-G,11,1,TOR,0,0
7242,25-285,0,1,2016-11-16,2,2,0,.000,4,2,.500,4,.250,8,5,1.000,5,,L,8.4,0,22,GSW,1,2,Terrence Ross,F-G,11,1,TOR,0,3
7243,25-317,0,1,2016-12-18,2,4,1,.200,5,3,.375,8,.308,13,0,,0,@,W,5.4,0,23,ORL,0,1,Terrence Ross,F-G,11,1,TOR,0,2
7244,25-331,0,0,2017-01-01,5,4,1,.333,3,3,.500,6,.444,9,0,,0,@,W,6.0,0,24,LAL,0,2,Terrence Ross,F-G,11,0,TOR,1,5
7246,26-003,1,0,2017-02-08,2,5,4,.800,5,1,.250,4,.556,9,0,,0,@,L,8.2,0,14,MIN,0,2,Terrence Ross,F-G,11,1,TOR,0,2
7247,22-240,1,1,2016-11-12,6,4,2,.667,3,2,.500,4,.571,7,1,.500,2,@,W,11.5,0,22,IND,0,0,Terry Rozier,G,11,1,BOS,0,6
7248,22-246,5,0,2016-11-18,6,3,1,.500,2,2,.667,3,.600,5,3,.750,4,,L,12.9,0,26,GSW,1,1,Terry Rozier,G,11,0,BOS,1,7
7249,22-300,1,0,2017-01-11,4,4,2,.667,3,2,.667,3,.667,6,1,1.000,1,,W,10.9,0,25,WAS,0,1,Terry Rozier,G,11,1,BOS,0,4
7250,22-329,5,0,2017-02-09,3,4,2,.400,5,2,.500,4,.444,9,1,1.000,1,@,W,10.6,0,25,POR,1,2,Terry Rozier,G,11,1,BOS,1,4
7251,22-336,3,1,2017-02-16,3,3,0,.000,2,3,.500,6,.375,8,2,1.000,2,@,L,9.5,0,23,CHI,0,2,Terry Rozier,G,11,0,BOS,0,3
7252,26-025,8,0,2016-11-15,6,2,0,.000,2,2,.667,3,.400,5,5,.833,6,,L,12.7,1,35,CHO,2,5,Ricky Rubio,G,11,2,MIN,4,8
7253,26-035,4,0,2016-11-25,1,4,3,.600,5,1,.500,2,.571,7,2,1.000,2,@,W,9.2,1,25,PHO,0,4,Ricky Rubio,G,11,5,MIN,5,1
7254,26-038,3,0,2016-11-28,2,4,3,1.000,3,1,.500,2,.800,5,2,1.000,2,,L,11.2,1,25,UTA,0,4,Ricky Rubio,G,11,2,MIN,1,2
7255,26-053,10,0,2016-12-13,3,3,2,.400,5,1,1.000,1,.500,6,4,1.000,4,@,W,16.3,1,35,CHI,2,0,Ricky Rubio,G,11,1,MIN,2,5
7256,30-152,0,0,2016-11-16,1,4,1,1.000,1,3,.750,4,.800,5,0,,0,,W,10.8,0,15,NOP,2,0,Damjan Rudez,F,11,0,ORL,0,3
7257,31-190,1,2,2017-01-13,1,4,1,.333,3,3,.500,6,.444,9,0,,0,,W,10.4,1,40,OKC,3,1,Brandon Rush,G-F,11,2,MIN,2,4
7258,20-252,3,0,2016-11-01,0,3,3,.500,6,0,.000,4,.300,10,5,1.000,5,@,L,4.5,1,19,IND,0,2,D'Angelo Russell,G,11,0,LAL,2,0
7259,20-257,6,0,2016-11-06,3,2,0,.000,5,2,.333,6,.182,11,5,.833,6,,W,6.0,1,28,PHO,2,3,D'Angelo Russell,G,11,1,LAL,4,5
7260,20-295,2,0,2016-12-14,2,2,0,.000,5,2,.400,5,.200,10,5,.625,8,@,L,3.7,1,23,BRK,1,4,D'Angelo Russell,G,11,1,LAL,2,3
7261,22-220,2,0,2016-11-14,5,4,3,.375,8,1,.333,3,.364,11,2,1.000,2,@,L,8.5,1,24,HOU,1,0,Dario Saric,F,11,0,PHI,0,6
7262,23-044,11,0,2016-10-29,3,4,4,.667,6,0,.000,1,.571,7,3,.750,4,@,W,14.9,1,28,PHI,0,0,Dennis Schroder,G,11,1,ATL,2,3
7263,23-048,6,0,2016-11-02,2,4,3,.375,8,1,.333,3,.364,11,2,1.000,2,,L,7.9,1,29,LAL,0,2,Dennis Schroder,G,11,1,ATL,2,2
7264,23-064,5,0,2016-11-18,1,5,5,.714,7,0,.000,5,.417,12,1,.500,2,@,L,7.0,1,31,CHO,0,0,Dennis Schroder,G,11,1,ATL,2,1
7265,23-073,8,1,2016-11-27,3,5,4,.400,10,1,.200,5,.333,15,0,,0,@,L,7.6,1,32,LAL,1,2,Dennis Schroder,G,11,1,ATL,3,4
7267,36-230,2,0,2016-12-16,0,4,1,.250,4,3,1.000,3,.571,7,0,,0,@,L,5.9,0,12,ORL,0,3,Luis Scola,F,11,0,BRK,2,0
7268,28-195,0,1,2017-01-27,3,4,3,.750,4,1,.500,2,.667,6,2,1.000,2,,L,10.3,0,11,WAS,1,1,Mike Scott,F,11,1,ATL,1,4
7269,32-180,1,0,2016-10-29,4,4,4,1.000,4,0,,0,1.000,4,3,.750,4,@,W,11.9,0,19,PHI,0,1,Thabo Sefolosha,G-F,11,1,ATL,0,4
7270,32-207,2,0,2016-11-25,4,4,4,.667,6,0,.000,1,.571,7,3,.750,4,@,L,12.0,0,23,UTA,3,0,Thabo Sefolosha,G-F,11,0,ATL,0,7
7271,32-240,0,0,2016-12-28,5,3,2,.667,3,1,.250,4,.429,7,4,1.000,4,,W,6.7,1,31,NYK,1,2,Thabo Sefolosha,G-F,11,2,ATL,4,6
7272,32-266,2,0,2017-01-23,2,5,4,.400,10,1,1.000,1,.455,11,0,,0,,L,7.6,1,30,LAC,1,1,Thabo Sefolosha,G-F,11,0,ATL,0,3
7273,26-183,2,0,2016-12-26,1,4,3,.429,7,1,.333,3,.400,10,2,1.000,2,@,L,6.3,0,33,DET,0,0,Iman Shumpert,G,11,3,CLE,4,1
7274,26-209,2,0,2017-01-21,2,4,1,.333,3,3,.600,5,.500,8,0,,0,,L,10.3,1,38,SAS,1,1,Iman Shumpert,G,11,2,CLE,1,3
7275,22-298,0,1,2016-11-28,2,4,4,.667,6,0,,0,.667,6,3,.750,4,,W,8.5,1,23,PHI,0,2,Pascal Siakam,F,11,1,TOR,1,2
7276,27-045,1,1,2016-10-29,3,5,5,.455,11,0,.000,1,.417,12,1,.500,2,,W,4.7,0,26,NOP,0,2,Jonathon Simmons,G-F,11,1,SAS,2,3
7277,27-131,2,0,2017-01-23,4,3,2,.400,5,1,.500,2,.429,7,4,1.000,4,@,W,9.1,0,19,BRK,0,2,Jonathon Simmons,G-F,11,0,SAS,0,4
7278,27-141,0,1,2017-02-02,3,3,3,.429,7,0,.000,1,.375,8,5,.833,6,,W,7.0,0,19,PHI,0,2,Jonathon Simmons,G-F,11,0,SAS,0,3
7279,22-280,8,0,2016-12-11,5,5,4,.571,7,1,.250,4,.455,11,0,.000,1,@,L,10.9,1,36,OKC,1,2,Marcus Smart,G,11,1,BOS,2,6
7280,22-283,6,0,2016-12-14,1,5,5,.625,8,0,.000,4,.417,12,1,1.000,1,@,L,9.0,1,37,SAS,1,2,Marcus Smart,G,11,3,BOS,3,2
7281,28-117,7,0,2016-10-30,2,5,5,.357,14,0,.000,3,.294,17,1,1.000,1,,W,1.8,1,31,MIL,0,2,Ish Smith,G,11,0,DET,4,2
7282,28-123,8,0,2016-11-05,4,5,5,.417,12,0,.000,1,.385,13,1,.500,2,,W,11.6,1,28,DEN,1,1,Ish Smith,G,11,3,DET,2,5
7283,28-132,3,1,2016-11-14,6,4,4,.500,8,0,,0,.500,8,3,.750,4,,W,9.8,1,30,OKC,0,1,Ish Smith,G,11,2,DET,3,6
7284,28-150,13,0,2016-12-02,5,5,4,.571,7,1,.333,3,.500,10,0,,0,@,W,16.2,1,29,ATL,0,1,Ish Smith,G,11,1,DET,1,5
7285,28-152,2,0,2016-12-04,0,5,5,.625,8,0,.000,2,.500,10,1,.500,2,,L,6.1,0,25,ORL,1,4,Ish Smith,G,11,0,DET,0,1
7286,28-216,4,1,2017-02-06,1,5,5,.500,10,0,,0,.500,10,1,1.000,1,,W,10.4,0,20,PHI,0,1,Ish Smith,G,11,1,DET,0,1
7288,30-323,0,2,2017-01-19,3,5,4,.667,6,1,.500,2,.625,8,0,,0,@,W,6.8,0,23,NYK,1,4,Jason Smith,F-C,11,0,WAS,2,4
7289,31-057,1,1,2016-11-05,1,3,0,,0,3,.429,7,.429,7,2,1.000,2,@,W,10.2,1,32,PHI,0,2,J.R. Smith,G-F,11,3,CLE,1,1
7290,25-006,3,0,2016-11-16,2,4,2,.667,3,2,.286,7,.400,10,1,.500,2,@,L,10.9,1,31,ATL,2,1,Tony Snell,G-F,11,2,MIL,0,4
7291,25-043,2,1,2016-12-23,3,5,4,1.000,4,1,.250,4,.625,8,0,,0,,W,10.0,1,27,WAS,0,1,Tony Snell,G-F,11,0,MIL,0,3
7292,25-048,1,0,2016-12-28,6,4,1,1.000,1,3,1.000,3,1.000,4,0,,0,@,W,12.3,1,28,DET,0,0,Tony Snell,G-F,11,0,MIL,0,6
7293,29-146,1,2,2016-12-28,4,4,2,.500,4,2,.286,7,.364,11,1,1.000,1,@,L,5.6,0,18,NOP,0,4,Marreese Speights,C-F,11,0,LAC,1,4
7294,29-185,0,0,2017-02-05,4,2,0,.000,1,2,.500,4,.400,5,5,.833,6,@,L,9.8,0,17,BOS,1,0,Marreese Speights,C-F,11,0,LAC,0,5
7295,23-051,4,0,2016-11-27,3,4,2,1.000,2,2,.500,4,.667,6,1,.500,2,,L,9.9,0,25,CLE,0,2,Nik Stauskas,G,11,0,PHI,1,3
